date,item,unit_price,tax,transaction_amount,transaction_mode,transaction_currency
2023-09-30 13:23:18,themselves,23.83,1.41,151.44,cash,USD
2024-04-09 19:50:28,air,97.79,10.79,325.74,credit card,INR
2023-07-22 22:36:10,step,58.2,4.88,567.72,debit card,INR
2023-08-29 18:42:15,behavior,1.62,0.18,1.8,UPI,USD
2023-12-27 00:45:01,skin,70.35,4.67,75.02,UPI,INR
2024-02-16 15:35:55,something,16.1,2.09,145.52,UPI,USD
2023-07-18 04:53:35,space,22.03,1.89,47.84,UPI,INR
2024-03-20 13:06:29,blue,28.16,3.02,1006.464076638105,credit card,USD
2024-03-12 19:27:59,center,23.7,2.32,78.06,cash,USD
2023-09-13 20:56:20,build,46.67,4.17,152.52,credit card,INR
2023-11-23 02:33:45,others,91.7,10.91,205.22,UPI,INR
2023-08-17 18:30:25,skin,26.03,2.5,256.77,credit card,USD
2023-09-09 12:50:17,future,24.95,2.38,109.32,UPI,USD
2024-04-27 13:09:38,election,53.64,2.83,395.29,debit card,INR
2023-06-19 10:01:58,may,85.1,8.77,375.48,UPI,INR
2023-12-26 19:54:31,try,87.5,13.01,703.57,UPI,USD
2023-06-26 08:28:27,product,81.43,9.43,636.02,UPI,USD
2023-10-05 20:56:22,letter,2.36,0.16,25.2,UPI,INR
2024-02-11 03:06:00,significant,37.04,4.05,41.09,UPI,USD
2024-04-27 12:33:49,him,29.85,3.09,296.46,UPI,USD
2023-06-13 00:23:18,pass,40.86,3.5,88.72,UPI,INR
2023-05-20 20:19:31,those,26.75,2.37,232.96,cash,USD
2024-03-24 17:05:14,worker,25.62,2.96,28.58,credit card,INR
2023-06-08 21:57:18,those,88.88,9.59,689.29,cash,USD
2023-12-18 07:30:16,age,28.35,1.54,149.45,credit card,INR
2024-01-05 06:56:15,enter,82.93,11.18,376.44,credit card,INR
2023-08-05 14:36:26,modern,27.97,2.67,245.12,,INR
2023-06-11 06:36:43,reflect,80.31,4.75,850.6,UPI,INR
2023-06-30 22:23:39,pretty,27.51,3.17,122.72,cash,USD
2024-05-10 15:40:49,fly,35.63,3.11,232.44,cash,INR
2024-03-26 20:21:29,west,52.04,5.5,4986.8954281015795,UPI,INR
2024-01-10 00:47:14,sister,14.72,1.23,159.5,cash,USD
2023-11-13 18:48:10,simply,90.66,9.31,799.76,debit card,INR
2023-09-13 15:39:18,according,15.17,0.88,80.25,debit card,USD
2023-07-16 09:32:59,car,20.05,2.0,220.5,UPI,INR
2024-04-28 10:40:00,cover,28.09,2.59,214.76,cash,INR
2023-09-16 18:04:00,entire,91.8,7.93,797.84,credit card,USD
2023-10-04 19:15:26,rich,68.74,4.02,654.84,debit card,INR
2024-05-04 03:56:27,collection,57.43,7.27,323.5,credit card,INR
2024-03-23 18:06:21,popular,95.23,13.72,871.6,cash,INR
2023-09-29 04:39:23,boy,86.54,6.35,928.9,UPI,INR
2024-04-18 03:28:16,one,73.51,9.34,331.4,credit card,INR
2023-12-22 11:20:43,choice,82.78,4.91,701.52,cash,USD
2023-11-01 17:42:47,magazine,23.35,1.5,248.5,UPI,USD
2024-04-11 06:57:53,town,98.94,12.07,777.07,cash,INR
2024-05-13 12:23:43,with,28.0,1.8,268.2,credit card,INR
2024-01-10 07:31:54,growth,7.98,0.67,86.5,cash,INR
2023-09-05 10:06:44,effort,55.93,5.31,244.96,UPI,INR
2024-02-22 10:50:49,or,9.67,0.62,20.58,credit card,INR
2024-02-03 15:02:47,recognize,82.01,8.5,724.08,cash,INR
2023-12-28 00:43:10,give,66.02,3.65,696.7,UPI,USD
2024-05-12 23:26:26,travel,94.78,7.38,817.28,debit card,INR
2023-06-26 19:53:37,mind,22.58,1.62,72.6,UPI,INR
2023-06-24 20:17:54,husband,4.82,0.44,21.04,UPI,INR
2023-11-02 08:27:01,light,73.93,10.97,254.7,UPI,INR
2023-11-04 18:57:37,necessary,51.16,2.66,322.92,cash,INR
2023-12-11 17:09:31,together,39.68,2.89,255.42,cash,INR
2023-12-10 09:45:19,anything,35.55,2.51,114.18,cash,USD
2023-06-23 23:43:21,close,88.94,12.63,507.85,cash,USD
2023-08-01 04:30:40,see,53.21,7.28,302.45,cash,INR
2023-10-15 16:58:16,decision,34.89,1.77,256.62,cash,USD
2023-08-21 19:23:34,case,24.76,3.46,197.54,credit card,INR
2023-09-30 17:42:44,month,14.98,0.78,141.84,credit card,USD
2023-10-18 09:26:41,surface,14.55,0.83,15.38,cash,INR
2024-01-04 11:14:04,generation,86.71,7.61,660.24,debit card,INR
2023-09-16 21:34:59,star,20.38,2.62,161.0,UPI,USD
2024-03-01 20:57:46,that,89.99,6.84,96.83,UPI,INR
2023-07-24 12:42:55,myself,84.61,10.43,570.24,debit card,INR
2023-07-04 20:56:57,effect,14.03,1.09,151.2,debit card,INR
2024-04-14 12:27:58,authority,62.62,4.05,533.36,debit card,USD
2023-09-12 20:02:57,staff,81.38,5.24,259.86,cash,INR
2023-11-10 07:04:55,green,97.63,10.82,650.7,UPI,INR
2024-01-09 22:41:03,maybe,6.9,0.58,59.84,UPI,USD
2024-03-01 01:09:32,room,88.37,10.23,887.4,credit card,INR
2024-05-10 23:52:51,off,55.52,3.87,178.17,debit card,INR
2023-07-09 11:33:35,parent,33.83,3.24,259.49,UPI,INR
2024-02-24 07:07:57,family,80.54,9.77,541.86,debit card,USD
2023-06-09 22:32:16,budget,74.06,7.52,489.48,cash,USD
2024-01-18 05:02:07,newspaper,93.74,12.77,426.04,cash,INR
2023-12-22 20:44:49,sing,74.22,10.54,84.76,credit card,INR
2024-05-05 16:23:44,up,46.22,6.64,317.16,UPI,USD
2023-11-09 06:53:40,mission,45.84,6.48,523.2,UPI,INR
2023-09-06 20:53:14,couple,10.15,0.98,55.65,debit card,USD
2023-06-29 20:03:32,type,85.19,11.91,971.0,cash,INR
2023-05-21 10:42:31,baby,44.98,5.72,456.3,debit card,INR
2024-04-11 13:09:50,wife,50.42,5.45,446.96,debit card,INR
2023-07-24 01:12:09,born,42.79,3.08,229.35,cash,USD
2023-10-20 21:53:15,true,60.96,5.55,532.08,cash,USD
2023-06-30 11:59:48,still,68.31,6.75,300.24,credit card,INR
2023-08-11 06:18:52,air,77.6,6.95,1516.7701000325014,UPI,INR
2023-07-18 18:33:09,reach,31.07,2.75,202.92,UPI,USD
2023-09-22 04:01:37,weight,82.02,7.46,447.4,debit card,INR
2023-07-29 08:46:43,natural,57.25,5.8,378.3,,USD
2024-03-18 09:58:31,exactly,24.67,2.03,26.7,UPI,USD
2024-02-12 14:18:15,age,13.66,1.49,136.35,debit card,USD
2023-06-04 21:21:00,style,68.95,7.56,688.59,UPI,INR
2024-02-10 03:40:25,image,43.95,3.04,328.93,debit card,INR
2023-12-06 03:14:51,trouble,10.41,1.32,35.19,debit card,USD
2023-11-24 18:47:51,car,11.11,0.64,70.5,UPI,INR
2024-02-21 01:23:38,card,69.09,8.2,541.03,UPI,USD
2023-08-18 13:17:06,deal,25.48,3.54,29.02,debit card,USD
2023-12-07 16:26:02,necessary,22.25,2.51,247.6,debit card,USD
2023-08-11 22:18:28,these,97.78,7.12,314.7,cash,USD
2023-12-21 15:00:14,body,82.31,7.14,357.8,cash,INR
2023-09-11 15:14:34,may,29.94,3.59,67.06,credit card,INR
2024-03-15 23:49:00,beautiful,84.55,10.41,949.6,cash,USD
2024-04-09 23:48:54,TV,13.31,1.81,136.08,cash,USD
2023-08-18 21:22:22,serve,9.62,0.97,105.9,UPI,USD
2023-10-13 21:58:26,political,86.21,7.55,93.76,debit card,INR
2024-04-24 06:40:24,number,88.72,12.19,201.82,debit card,USD
2024-05-10 03:51:35,no,19.77,2.51,200.52,credit card,USD
2024-04-05 16:09:46,whether,27.71,3.81,126.08,UPI,USD
2023-12-04 16:02:51,read,2.98,0.26,22.68,credit card,INR
2023-09-30 22:42:41,race,67.61,8.27,151.76,UPI,INR
2023-07-20 02:02:09,born,90.27,12.47,924.66,debit card,USD
2023-09-17 06:48:10,result,40.85,4.83,228.4,UPI,USD
2023-06-07 10:44:29,pull,99.56,5.84,421.6,cash,USD
2024-05-09 11:47:20,all,52.74,2.76,388.5,UPI,USD
2023-08-15 11:39:21,run,19.48,2.91,44.78,debit card,INR
2023-09-26 20:30:18,hit,96.54,7.11,932.85,debit card,USD
2023-08-07 02:13:30,would,79.72,9.38,801.9,UPI,INR
2024-05-05 21:57:04,see,42.76,4.77,380.24,debit card,INR
2024-03-18 00:36:38,seem,26.22,1.73,83.85,debit card,INR
2023-11-07 10:36:10,throw,28.99,2.96,319.5,,INR
2023-09-21 05:09:19,life,90.56,4.69,5357.098491317273,credit card,USD
2023-09-23 10:03:35,draw,84.17,8.42,555.54,debit card,INR
2024-04-10 13:53:25,say,17.96,1.78,19.74,cash,USD
2023-09-11 13:58:59,occur,29.79,3.13,296.28,cash,USD
2023-11-28 22:15:22,stuff,71.58,3.89,226.41,debit card,USD
2024-02-09 10:30:06,maybe,70.7,5.3,380.0,credit card,INR
2023-10-04 22:15:14,agreement,90.09,8.91,891.0,UPI,INR
2024-04-05 17:58:50,grow,36.07,4.97,82.08,credit card,INR
2024-02-29 04:14:36,attorney,62.81,9.23,144.08,credit card,USD
2023-08-26 12:08:47,read,18.58,1.36,442.92372473972637,UPI,USD
2024-02-20 17:18:08,first,50.09,4.91,275.0,UPI,INR
2023-10-08 07:44:10,suddenly,61.02,7.76,619.02,cash,USD
2023-09-30 07:07:52,food,57.18,4.56,123.48,debit card,USD
2023-10-03 02:20:13,practice,94.09,4.94,891.27,debit card,USD
2023-05-18 08:13:40,want,96.55,12.02,977.13,cash,USD
2023-06-28 04:44:49,eat,37.33,5.2,85.06,UPI,INR
2023-07-10 18:36:41,leave,50.66,4.73,276.95,credit card,INR
2023-08-05 04:16:13,low,72.89,9.11,820.0,UPI,INR
2023-09-27 20:13:13,another,12.24,1.37,27.22,cash,USD
2024-02-21 12:35:50,possible,69.8,3.83,515.41,cash,USD
2024-02-13 21:24:47,group,43.98,3.05,423.27,credit card,INR
2023-08-29 11:17:33,investment,39.2,3.68,300.16,debit card,INR
2024-03-30 19:53:43,bar,37.13,5.33,297.22,debit card,INR
2023-05-31 02:54:08,wall,55.34,4.57,419.37,debit card,USD
2024-04-13 17:48:31,account,60.13,4.94,520.56,debit card,USD
2024-05-05 05:57:55,forget,39.18,3.29,84.94,UPI,USD
2023-07-27 04:12:14,ok,20.24,1.59,109.15,debit card,USD
2023-11-19 17:57:52,live,31.5,4.58,324.72,cash,USD
2023-06-06 21:03:04,from,14.71,2.12,151.47,cash,USD
2023-07-21 10:05:48,learn,99.55,9.5,545.25,credit card,INR
2024-04-22 16:45:17,financial,71.67,6.92,392.95,cash,USD
2023-12-22 22:36:59,resource,95.51,6.41,713.44,cash,INR
2024-02-20 00:46:18,especially,28.51,2.49,217.0,credit card,USD
2023-11-11 02:38:06,democratic,43.58,3.79,142.11,credit card,USD
2023-08-15 14:01:20,suffer,20.54,2.18,159.04,cash,USD
2023-06-07 07:11:35,write,92.66,8.46,996.0478050016686,credit card,USD
2023-11-09 07:12:12,kind,78.14,9.54,350.72,credit card,USD
2024-04-05 05:36:31,sound,33.67,3.73,374.0,cash,INR
2023-07-01 16:14:14,Democrat,72.21,9.97,82.18,credit card,INR
2023-06-09 02:44:46,nor,73.52,6.32,159.68,debit card,INR
2023-08-10 20:03:25,relate,53.68,4.9,351.48,debit card,USD
2023-11-18 22:06:30,common,29.35,1.7,186.3,credit card,INR
2023-11-02 15:47:31,civil,38.68,2.38,123.18,UPI,USD
2023-07-15 09:33:24,history,42.09,2.25,310.38,debit card,INR
2023-11-29 10:08:26,always,91.57,12.28,103.85,UPI,USD
2023-08-16 21:36:16,bed,2.72,0.35,6.14,cash,INR
2023-09-19 17:23:46,late,58.7,6.27,194.91,cash,USD
2023-06-13 17:16:37,much,15.17,2.0,51.51,debit card,INR
2023-07-24 02:06:58,adult,29.3,2.7,160.0,credit card,INR
2024-02-21 18:00:12,listen,53.53,4.88,408.87,debit card,INR
2023-06-23 23:21:25,suffer,5.77,0.83,499.886775301831,cash,INR
2023-05-29 08:04:25,simple,23.36,2.51,155.22,credit card,USD
2023-05-31 10:38:48,near,30.29,2.3,2091.1886821482262,cash,USD
2023-09-11 21:07:28,together,88.56,10.89,497.25,UPI,USD
2024-02-19 06:53:45,enter,14.62,1.53,113.05,debit card,USD
2024-03-18 18:55:52,we,14.62,1.85,49.41,debit card,USD
2024-01-01 02:16:23,discuss,6.47,0.79,50.82,credit card,USD
2023-11-21 02:20:15,than,26.04,2.83,57.74,debit card,USD
2023-11-20 11:53:01,material,24.84,3.45,254.61,credit card,INR
2023-07-02 09:32:21,sea,43.89,5.38,49.27,UPI,INR
2023-10-03 06:57:58,line,80.63,9.15,808.02,cash,INR
2023-07-13 05:19:39,during,9.5,1.21,74.97,debit card,INR
2024-04-10 20:30:18,draw,98.68,9.03,969.39,cash,INR
2024-04-22 03:32:21,next,83.25,12.12,95.37,debit card,INR
2023-06-23 02:31:25,tend,5.18,0.66,40.88,cash,USD
2023-12-23 16:35:51,everything,90.58,9.13,2114.394041905918,cash,INR
2024-01-25 20:34:19,economy,31.71,2.63,343.4,UPI,INR
2023-09-07 05:49:58,model,37.58,4.92,42.5,debit card,USD
2023-08-18 13:52:50,hope,54.44,5.95,603.9,cash,USD
2024-01-25 08:54:35,success,22.35,2.88,201.84,UPI,USD
2023-06-03 23:19:36,none,26.4,1.99,198.73,UPI,USD
2024-01-31 01:11:44,kind,83.28,10.4,936.8,credit card,INR
2023-07-10 17:04:13,off,33.25,2.97,1696.919094311715,cash,INR
2024-04-10 10:27:27,actually,65.89,8.98,149.74,UPI,USD
2023-10-08 13:55:18,then,34.39,4.38,310.16,debit card,USD
2024-02-16 17:05:01,little,82.54,5.63,705.36,UPI,USD
2023-06-28 07:39:19,hold,6.76,0.57,65.97,cash,INR
2024-02-14 05:47:04,senior,39.62,4.32,219.7,debit card,INR
2023-09-04 21:26:55,before,64.84,5.99,212.49,cash,USD
2024-04-02 19:28:55,customer,46.76,3.65,453.69,UPI,INR
2024-01-06 16:00:45,fly,82.6,11.41,188.02,credit card,INR
2023-10-25 20:38:01,north,27.33,3.85,31.18,debit card,INR
2024-04-22 08:53:00,near,36.2,2.53,193.65,debit card,INR
2023-07-07 06:20:19,human,65.83,9.63,226.38,credit card,INR
2023-05-17 01:23:33,walk,55.62,6.59,435.47,credit card,INR
2023-12-23 07:41:43,upon,88.86,11.03,599.34,cash,INR
2024-03-08 19:22:08,final,95.97,12.73,434.8,cash,INR
2024-01-28 21:48:11,theory,8.42,0.7,18.24,debit card,USD
2024-04-01 12:53:26,establish,30.17,2.55,327.2,debit card,USD
2023-06-17 17:54:41,we,82.75,10.58,933.3,UPI,INR
2023-11-04 21:16:18,claim,61.35,3.58,649.3,cash,INR
2023-11-12 05:08:53,choice,72.66,7.88,563.78,credit card,USD
2023-12-22 03:53:20,hotel,51.33,6.13,574.6,cash,INR
2023-07-23 13:40:26,someone,41.58,5.46,329.28,debit card,USD
2023-05-30 19:05:57,along,4.2,0.28,35.84,credit card,INR
2023-12-01 14:17:12,enter,69.57,4.2,73.77,cash,USD
2024-05-12 19:41:16,to,36.32,4.55,163.48,debit card,USD
2023-09-06 21:23:21,position,26.48,3.11,295.9,UPI,INR
2023-11-09 22:59:02,interview,14.06,0.75,74.05,cash,USD
2024-03-24 06:49:19,strong,43.46,4.72,385.44,cash,USD
2023-07-15 12:06:27,matter,79.18,4.53,585.97,cash,INR
2024-02-12 04:29:17,full,15.26,1.52,117.46,UPI,USD
2023-08-10 08:05:17,change,77.62,7.53,85.15,,INR
2024-02-23 04:52:12,than,8.68,0.45,45.65,credit card,INR
2023-06-15 22:26:03,bit,56.56,5.97,187.59,UPI,INR
2023-12-26 02:13:08,scene,65.26,4.02,415.68,cash,USD
2024-02-19 06:31:45,tonight,50.36,5.14,499.5,cash,INR
2023-06-01 03:29:03,issue,22.06,1.77,23.83,credit card,INR
2024-01-27 16:32:33,cover,2.29,0.23,7.56,cash,USD
2023-11-19 09:53:21,speak,26.3,2.99,175.74,cash,INR
2023-07-04 09:26:09,management,17.44,2.09,136.71,credit card,USD
2023-11-14 00:48:19,term,79.53,10.69,721.76,UPI,USD
2023-10-14 10:11:46,child,10.49,1.03,92.16,credit card,INR
2024-05-09 20:05:14,forget,66.23,6.87,365.5,cash,INR
2023-06-07 15:47:50,sister,47.18,6.08,266.3,cash,INR
2024-02-03 09:40:44,always,81.13,11.01,184.28,debit card,INR
2024-01-05 06:17:57,glass,27.57,1.75,29.32,UPI,INR
2023-12-20 23:55:15,suddenly,55.48,3.52,118.0,debit card,USD
2024-03-06 22:36:30,give,84.06,8.87,650.51,debit card,INR
2023-11-24 04:08:58,campaign,90.58,10.28,201.72,credit card,USD
2023-12-02 06:52:56,medical,14.3,0.89,30.38,credit card,USD
2023-10-02 05:54:37,police,80.76,10.45,912.1,cash,USD
2023-06-12 01:10:17,television,29.44,3.92,66.72,UPI,USD
2023-06-23 21:21:11,rock,60.29,4.04,3735.968278016412,cash,INR
2024-02-29 19:23:04,entire,7.26,0.79,48.3,credit card,USD
2023-11-24 20:39:13,almost,17.36,2.03,77.56,cash,USD
2023-07-22 11:48:07,pattern,56.24,3.15,296.95,debit card,USD
2023-12-02 13:30:08,group,83.05,6.05,89.1,cash,INR
2023-11-13 03:24:04,treat,36.13,4.57,81.4,debit card,USD
2023-12-13 09:25:28,behind,6.66,0.44,7.1,debit card,INR
2023-07-14 20:41:51,how,6.99,0.74,15.46,debit card,INR
2024-02-14 01:33:19,believe,15.51,1.69,51.6,debit card,USD
2024-05-13 00:29:32,crime,14.0,1.54,31.08,debit card,INR
2023-08-13 16:23:23,commercial,44.12,4.6,292.32,credit card,INR
2024-02-01 22:35:47,career,71.9,7.34,554.68,credit card,USD
2024-03-24 14:50:52,require,71.39,3.62,150.02,UPI,INR
2023-11-14 19:01:01,behind,48.69,6.95,166.92,cash,USD
2023-06-14 05:34:40,statement,28.4,3.77,64.34,credit card,INR
2024-01-28 08:12:59,provide,18.18,2.29,204.7,debit card,INR
2023-09-29 19:39:09,local,27.06,2.06,262.08,credit card,INR
2023-08-25 06:48:06,debate,34.82,3.91,232.38,cash,INR
2023-12-13 14:02:04,attack,25.33,2.95,169.68,cash,USD
2023-09-07 09:42:14,their,96.35,5.52,509.35,credit card,USD
2023-10-09 06:05:21,your,77.07,9.43,865.0,debit card,INR
2023-09-04 17:23:04,word,91.59,9.35,100.94,cash,USD
2023-10-24 21:35:36,quality,21.45,2.84,242.9,UPI,INR
2023-08-14 14:11:16,others,66.96,6.32,219.84,cash,USD
2023-11-29 07:23:14,dog,26.47,1.36,278.3,UPI,USD
2024-02-14 03:25:25,than,32.76,1.75,69.02,,INR
2023-06-07 12:33:22,chance,82.28,10.91,279.57,debit card,INR
2024-02-09 13:03:55,reach,42.15,5.67,143.46,credit card,USD
2024-01-23 08:13:07,center,31.05,3.52,311.13,credit card,INR
2023-06-17 20:55:27,analysis,47.56,6.6,541.6,credit card,INR
2023-10-13 02:06:19,dark,86.42,7.77,565.14,UPI,USD
2024-02-23 02:26:23,world,78.2,7.11,426.55,cash,INR
2024-04-30 01:32:35,music,64.17,7.7,143.74,,USD
2024-03-15 05:56:33,enough,88.84,13.3,919.26,cash,INR
2023-08-17 18:20:11,item,7.2,1.01,65.68,cash,INR
2023-07-09 00:20:50,economy,94.29,9.48,622.62,credit card,USD
2023-12-22 10:09:39,history,3.76,0.49,42.5,UPI,INR
2023-05-24 01:39:49,lot,57.57,4.62,435.33,credit card,USD
2023-11-08 20:14:11,left,68.35,5.66,74.01,,USD
2023-08-24 01:31:44,floor,54.05,4.56,234.44,UPI,INR
2024-02-06 15:21:56,agency,87.46,10.61,294.21,debit card,USD
2023-12-15 06:17:31,hand,25.04,3.09,84.39,UPI,INR
2024-03-02 08:16:14,big,29.04,3.11,160.75,credit card,USD
2024-03-03 00:36:09,service,60.11,7.92,272.12,debit card,INR
2023-10-16 13:22:08,low,56.92,5.06,61.98,UPI,INR
2024-04-15 13:46:02,discover,60.69,3.77,515.68,credit card,USD
2024-03-23 09:23:54,watch,55.75,7.38,126.26,credit card,USD
2024-04-07 07:18:27,anything,4.41,0.53,49.4,debit card,INR
2023-07-05 01:51:14,record,13.23,1.46,132.21,cash,USD
2024-01-18 06:16:12,hotel,69.78,8.49,391.35,cash,INR
2023-08-06 10:03:35,region,32.51,1.97,1692.133807013123,credit card,USD
2023-08-01 23:01:50,effort,77.91,7.46,341.48,UPI,USD
2024-04-21 14:22:13,suffer,96.17,5.19,810.88,UPI,USD
2023-12-03 19:25:37,resource,91.4,11.33,1027.3,cash,INR
2023-08-10 21:12:10,stay,68.3,7.33,226.89,cash,USD
2023-11-18 23:53:57,have,63.08,6.02,552.8,debit card,INR
2023-10-27 18:48:46,question,58.06,6.56,452.34,credit card,INR
2023-05-22 11:35:50,vote,99.76,8.38,216.28,debit card,USD
2024-05-02 00:53:38,crime,85.0,6.58,274.74,credit card,USD
2024-03-26 19:25:39,water,52.93,3.68,283.05,UPI,USD
2023-11-24 14:34:44,mouth,70.19,7.16,386.75,UPI,USD
2023-11-17 21:14:33,two,33.57,3.73,298.4,credit card,USD
2023-12-22 18:18:05,official,4.82,0.54,21.44,credit card,INR
2024-03-12 09:24:27,science,47.46,6.75,325.26,UPI,USD
2023-11-19 23:53:34,south,44.37,6.44,203.24,credit card,INR
2023-12-29 19:42:03,without,35.88,3.69,356.13,credit card,USD
2024-03-04 06:51:32,because,74.8,6.33,4632.985044936523,cash,INR
2023-05-31 08:19:35,behind,27.85,1.77,177.72,UPI,USD
2024-01-04 20:37:17,area,88.85,10.98,598.98,UPI,INR
2024-03-05 05:58:21,source,41.11,4.33,454.4,UPI,INR
2023-12-31 00:31:43,industry,47.35,6.19,428.32,cash,USD
2024-02-20 09:47:15,suffer,41.02,4.82,2634.994845734943,credit card,INR
2023-06-08 19:24:10,yeah,68.63,9.63,313.04,,INR
2023-10-29 08:02:03,paper,55.51,2.8,349.86,credit card,INR
2023-11-20 04:43:49,drive,24.59,2.29,53.76,debit card,INR
2023-10-23 18:41:42,raise,40.38,4.53,224.55,UPI,INR
2024-01-17 11:41:35,decade,75.72,10.4,602.84,,INR
2023-06-26 16:17:29,building,35.91,1.93,264.88,cash,USD
2024-03-15 06:25:22,condition,42.68,4.46,329.98,debit card,USD
2023-11-17 02:47:36,cause,93.59,5.39,494.9,credit card,INR
2024-04-15 03:33:25,game,42.86,3.15,996.3425091150343,debit card,USD
2023-06-26 23:41:26,strong,2.83,0.25,15.4,credit card,INR
2023-12-30 01:44:53,bit,76.26,7.91,841.7,debit card,INR
2024-03-10 10:25:11,five,29.77,2.26,914.2275826006719,cash,USD
2024-01-18 14:09:38,huge,2.21,0.12,6.99,UPI,INR
2023-11-15 17:22:15,note,65.93,9.13,450.36,UPI,INR
2023-07-01 05:31:51,long,32.68,2.89,106.71,cash,INR
2023-10-27 00:35:19,get,33.53,4.67,382.0,debit card,INR
2023-07-28 10:45:17,prevent,96.1,12.33,1084.3,credit card,INR
2023-06-15 15:08:07,treat,82.44,10.66,837.9,UPI,USD
2024-05-08 00:57:07,international,41.75,3.74,90.98,UPI,USD
2023-11-12 17:49:07,free,5.99,0.52,19.53,UPI,USD
2023-09-29 06:28:38,could,87.2,4.52,366.88,UPI,USD
2023-11-02 00:26:13,realize,45.27,3.42,194.76,debit card,INR
2023-08-29 18:30:19,discussion,91.8,8.87,201.34,credit card,USD
2023-07-29 05:14:06,together,52.49,3.12,333.66,UPI,USD
2023-08-02 16:14:09,professional,84.25,11.29,95.54,credit card,USD
2023-11-16 14:55:01,hot,76.66,8.25,339.64,UPI,USD
2023-08-18 16:29:49,rise,64.31,5.11,208.26,UPI,INR
2023-10-27 06:49:28,goal,100.0,5.32,1053.2,credit card,USD
2023-09-23 16:28:08,simple,68.82,4.33,292.6,cash,INR
2023-11-28 02:56:04,other,85.48,4.39,539.22,credit card,USD
2023-11-26 05:22:47,value,78.5,9.6,704.8,cash,INR
2023-06-10 19:22:26,responsibility,98.41,5.24,829.2,credit card,USD
2024-02-09 10:28:50,rich,28.61,3.53,289.26,credit card,USD
2023-12-31 20:31:08,option,44.05,3.2,472.5,credit card,INR
2024-05-03 04:24:16,current,88.14,8.83,872.73,debit card,INR
2023-11-23 14:57:13,action,37.16,4.47,83.26,credit card,INR
2024-05-12 20:37:55,pick,19.4,1.12,205.2,debit card,USD
2024-04-02 01:01:26,unit,26.55,2.46,232.08,credit card,INR
2024-04-04 15:32:19,despite,25.84,1.89,166.38,UPI,INR
2024-01-19 08:46:28,late,48.88,5.91,547.9,UPI,USD
2024-05-01 13:06:41,do,41.09,5.84,46.93,credit card,USD
2023-09-18 02:50:46,occur,84.12,12.04,769.28,UPI,INR
2023-05-18 02:13:46,wonder,55.49,3.9,593.9,cash,USD
2023-08-04 06:31:19,soon,60.43,8.78,692.1,cash,INR
2024-02-22 20:10:20,particular,89.03,9.4,787.44,credit card,USD
2023-12-12 11:12:39,season,11.58,0.96,112.86,cash,USD
2023-10-28 16:30:18,west,97.09,8.15,210.48,debit card,INR
2024-04-28 10:53:09,not,41.83,5.05,234.4,credit card,INR
2023-10-09 22:50:27,study,37.68,3.09,407.7,credit card,USD
2024-01-26 07:50:32,visit,89.72,6.98,580.2,credit card,USD
2023-06-06 17:01:33,establish,45.84,3.43,295.62,debit card,USD
2024-01-12 12:23:02,floor,15.74,1.81,35.1,credit card,INR
2023-11-08 20:06:40,try,26.11,3.04,87.45,credit card,USD
2023-08-19 03:00:15,window,26.8,3.47,151.35,,INR
2023-06-24 13:15:26,continue,83.94,6.47,271.23,credit card,USD
2023-09-17 20:44:48,will,97.91,10.54,216.9,credit card,USD
2023-12-06 09:46:27,particularly,64.19,4.08,273.08,UPI,INR
2023-08-18 22:35:38,most,86.41,7.9,94.31,debit card,INR
2023-07-29 13:58:41,thousand,13.36,1.57,44.79,UPI,INR
2023-06-21 08:25:19,firm,22.44,2.3,49.48,credit card,INR
2023-08-24 10:50:21,away,74.83,4.01,236.52,credit card,INR
2023-05-27 02:14:39,early,52.95,7.32,602.7,UPI,INR
2023-10-04 05:08:14,suddenly,30.07,3.93,272.0,UPI,USD
2023-10-14 07:19:26,west,43.61,5.93,297.24,cash,USD
2024-02-18 20:46:36,want,88.3,4.93,279.69,credit card,INR
2024-05-07 07:50:54,area,27.89,2.81,184.2,cash,USD
2023-07-06 18:48:28,enjoy,51.46,7.67,118.26,UPI,INR
2024-02-27 07:04:57,wear,88.05,10.22,196.54,credit card,INR
2024-01-06 08:28:56,miss,4.9,0.55,43.6,debit card,INR
2023-06-19 00:03:55,develop,33.68,2.11,214.74,credit card,USD
2023-11-21 13:22:26,song,9.42,0.72,81.12,credit card,INR
2023-12-23 15:09:06,suddenly,30.93,4.0,69.86,cash,USD
2023-11-23 14:19:29,less,88.61,10.68,198.58,debit card,USD
2024-01-05 02:56:47,Democrat,5.31,0.3,16.83,UPI,INR
2024-02-19 19:58:32,wish,11.57,0.67,48.96,debit card,USD
2023-06-14 00:37:37,into,67.28,6.81,740.9,UPI,USD
2023-07-04 01:32:04,mean,95.62,9.53,525.75,cash,USD
2023-05-18 02:46:56,value,40.78,3.63,3856.485601667165,debit card,INR
2023-07-16 22:54:16,wait,63.86,7.64,429.0,credit card,USD
2024-01-05 17:48:49,above,28.66,1.73,182.34,cash,USD
2024-02-05 15:45:23,stock,32.28,3.78,360.6,debit card,INR
2023-06-30 08:31:00,former,35.02,3.99,156.04,credit card,INR
2023-08-07 08:36:05,foot,32.97,3.62,292.72,UPI,USD
2023-12-05 17:52:11,south,17.96,1.97,79.72,credit card,USD
2023-07-08 20:20:57,another,36.9,5.31,211.05,UPI,INR
